Year,elder,youth,kid
2010-01-01,0.049311485447548355,0.6708168557202262,0.2798716588322255
2011-01-01,0.05012430085714864,0.675066706095766,0.2748089930470853
2012-01-01,0.0511570930281672,0.6784028847816058,0.2704400221902269
2013-01-01,0.05228335347780579,0.6810589037166537,0.2666577428055406
2014-01-01,0.05332042106412267,0.6838576850575064,0.2628218938783709
2015-01-01,0.05420526462201347,0.6875102921311426,0.2582844432468439
2016-01-01,0.05502731924466558,0.6918442467967209,0.2531284339586136
2017-01-01,0.05592204010949165,0.6959254642568291,0.2481524956336792
2018-01-01,0.05695283217143309,0.6990570318657935,0.24399013596277339
2019-01-01,0.058073784892864515,0.7015009267989848,0.24042528830815074
2020-01-01,0.059180190941954154,0.7041172349383137,0.23670257411973217
2021-01-01,0.06019671335384133,0.7074086126426935,0.2323946740034652
